area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_cleaned,bhk,price_per_sqft,price_in_lakhs
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1756,3.0,2.0,131.0,1756.0,3,7460.136674259681,13100000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,130.0,1755.0,3,7407.407407407408,13000000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1864,3.0,1.0,140.0,1864.0,3,7510.729613733905,14000000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1331,2.0,1.0,88.0,1331.0,2,6611.570247933884,8800000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1752.12,3.0,2.0,133.0,1752.12,3,7590.80428281168,13300000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1756,3.0,2.0,128.0,1756.0,3,7289.293849658315,12800000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1749,3.0,2.0,120.0,1749.0,3,6861.06346483705,12000000.0
Built-up  Area,Ready To Move,Harlur,2 BHK,,1197,2.0,1.0,82.0,1197.0,2,6850.459482038429,8200000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1303,2.0,1.0,90.0,1303.0,2,6907.137375287797,9000000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1754,3.0,2.0,132.0,1754.0,3,7525.655644241733,13200000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,75.0,1174.0,2,6388.415672913117,7500000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1756,3.0,2.0,134.0,1756.0,3,7630.979498861047,13400000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,78.0,1197.0,2,6516.290726817043,7800000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1290,2.0,1.0,89.9,1290.0,2,6968.992248062015,8990000.0
Super built-up  Area,18-Dec,Harlur,2 BHK,BrriaIm,1386,2.0,2.0,85.0,1386.0,2,6132.7561327561325,8500000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,74.0,1174.0,2,6303.236797274276,7400000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,78.0,1174.0,2,6643.9522998296425,7800000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,115.0,1755.0,3,6552.706552706552,11500000.0
Built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,4.0,1.0,175.0,2569.0,4,6811.989100817439,17500000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,77.0,1197.0,2,6432.748538011696,7700000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,125.0,1752.12,3,7134.214551514737,12500000.0
Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,180.0,2569.0,4,7006.617360840794,18000000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,76.0,1197.0,2,6349.206349206349,7600000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2137,3.0,2.0,110.0,2137.0,3,5147.402901263454,11000000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,75.0,1197.0,2,6265.664160401003,7500000.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,117.0,1755.0,3,6666.666666666667,11700000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,79.9,1197.0,2,6675.020885547202,7990000.000000001
Super built-up  Area,Ready To Move,Harlur,4 BHK,Shodsir,2990,4.0,1.0,225.0,2990.0,4,7525.083612040134,22500000.0
Built-up  Area,Ready To Move,Harlur,2 BHK,,1370,2.0,2.0,88.0,1370.0,2,6423.3576642335765,8800000.0
Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,,500,1.0,1.0,16.0,500.0,1,3200.0,1600000.0
Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,,450,1.0,1.0,20.0,450.0,1,4444.444444444444,2000000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1760,2.0,2.0,123.0,1760.0,3,6988.636363636364,12300000.0
Super built-up  Area,18-Mar,Hebbal,4 BHK,SNontle,3067 - 8156,4.0,0.0,477.0,5611.5,4,8500.400962309543,47700000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,,1900,3.0,2.0,119.0,1900.0,3,6263.1578947368425,11900000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,1349.0,2,7279.466271312083,9820000.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0,2483.0,4,8538.058799838904,21200000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1760,2.0,2.0,130.0,1760.0,3,7386.363636363636,13000000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,260.0,3450.0,3,7536.231884057971,26000000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,134.0,1920.0,3,6979.166666666667,13400000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Cevely ,1500,3.0,1.0,150.0,1500.0,3,10000.0,15000000.0
Super built-up  Area,18-Sep,Hebbal,2 BHK,Arcia S,1337,2.0,1.0,82.0,1337.0,2,6133.1338818249815,8200000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.0,1349.0,2,7264.6404744255005,9800000.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2470,5.0,2.0,247.0,2470.0,4,10000.0,24700000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,77.68,1255.0,3,6189.641434262949,7768000.000000001
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,1.0,83.87,1355.0,3,6189.667896678967,8387000.0
Super built-up  Area,21-Mar,Hebbal,3 BHK,Oztarol,1790,3.0,2.0,127.0,1790.0,3,7094.972067039106,12700000.0
Carpet  Area,18-Mar,Hebbal,2 BHK,Arcia S,547.34 - 827.31,2.0,0.0,42.72,687.325,2,6215.40028370858,4272000.0
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,5.0,3.0,198.0,2790.0,4,7096.774193548387,19800000.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1985,4.0,2.0,189.0,1985.0,3,9521.410579345089,18900000.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,215.0,2483.0,4,8658.880386629078,21500000.0
Super built-up  Area,18-May,Hebbal,2 BHK,Arcia S,812,2.0,2.0,55.0,812.0,2,6773.399014778325,5500000.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,4.0,3.0,198.0,2790.0,4,7096.774193548387,19800000.0
Super built-up  Area,19-Oct,Hebbal,4 BHK,SNontle,3067,4.0,2.0,230.0,3067.0,4,7499.184871209651,23000000.0
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2526,2.0,2.0,250.0,2526.0,3,9897.070467141726,25000000.0
Super built-up  Area,19-Dec,Hebbal,4 BHK,SNontle,3067,4.0,3.0,230.0,3067.0,4,7499.184871209651,23000000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,77.68,1255.0,3,6189.641434262949,7768000.000000001
Carpet  Area,18-Dec,Hebbal,2 BHK,Arcia S,823,2.0,1.0,50.63,823.0,2,6151.883353584447,5063000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,123.0,1420.0,2,8661.971830985916,12300000.0
Carpet  Area,18-Dec,Hebbal,3 BHK,Arcia S,1069,3.0,2.0,65.4,1069.0,3,6117.867165575305,6540000.000000001
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.39,1420.0,2,6999.295774647887,9939000.0
Super built-up  Area,18-Jul,Hebbal,4 BHK,Cehosy ,4235,4.0,2.0,365.0,4235.0,4,8618.654073199528,36500000.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1700,3.0,2.0,124.0,1700.0,3,7294.117647058823,12400000.0
Super built-up  Area,17-Dec,Hebbal,4 BHK,Cehosy ,3960,5.0,3.0,386.0,3960.0,4,9747.474747474747,38600000.0
Super built-up  Area,18-Dec,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.39,1420.0,2,6999.295774647887,9939000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,1.0,83.87,1355.0,3,6189.667896678967,8387000.0
Super built-up  Area,18-Jul,Hebbal,2 BHK,Mahosya,1440,2.0,1.0,115.0,1440.0,2,7986.111111111111,11500000.0
Super built-up  Area,18-Apr,Hebbal,3 BHK,Magiaya,1355,3.0,1.0,83.87,1355.0,3,6189.667896678967,8387000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2400,4.0,1.0,180.0,2400.0,3,7500.0,18000000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,77.68,1255.0,3,6189.641434262949,7768000.000000001
Built-up  Area,17-Dec,Hebbal,2 BHK,Mahosya,1420,2.0,2.0,107.0,1420.0,2,7535.211267605634,10700000.0
Super built-up  Area,19-Jun,Hebbal,2 BHK,Raard B,1320,2.0,1.0,92.0,1320.0,2,6969.69696969697,9200000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,135.0,1645.0,3,8206.686930091186,13500000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,,2080,3.0,3.0,175.0,2080.0,3,8413.461538461539,17500000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87,1355.0,3,6189.667896678967,8387000.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,230.0,2483.0,4,9262.988320579943,23000000.0
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,195.0,2600.0,3,7500.0,19500000.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,1645.0,3,7112.462006079028,11700000.0
Super built-up  Area,21-Mar,Hebbal,2 BHK,Oztarol,1251,2.0,1.0,88.73,1251.0,2,7092.725819344524,8873000.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,121.0,1645.0,3,7355.623100303951,12100000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1760,3.0,2.0,123.0,1760.0,3,6988.636363636364,12300000.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,4.0,3.0,198.0,2790.0,4,7096.774193548387,19800000.0
Super built-up  Area,20-Dec,Hebbal,4 BHK,Cehosy ,3960,5.0,3.0,386.0,3960.0,4,9747.474747474747,38600000.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,120.0,1645.0,3,7294.83282674772,12000000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,90.0,1255.0,3,7171.314741035857,9000000.0
Super built-up  Area,19-Mar,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,1645.0,3,7112.462006079028,11700000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,1255.0,3,6189.641434262949,7768000.000000001
Super built-up  Area,18-Sep,Hebbal,3 BHK,Arcia S,1586,3.0,2.0,90.0,1586.0,3,5674.653215636822,9000000.0
Super built-up  Area,21-Dec,Hebbal,3 BHK,Oztarol,1636,3.0,1.0,119.0,1636.0,3,7273.838630806846,11900000.0
Super built-up  Area,18-Mar,Hebbal,3 BHK,SNontle,2466 - 2856,2.0,,226.5,2661.0,3,8511.83765501691,22650000.0
Super built-up  Area,20-Aug,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,95.0,1255.0,3,7569.721115537848,9500000.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,4.0,3.0,198.0,2790.0,4,7096.774193548387,19800000.0
Built-up  Area,Ready To Move,Hebbal,3 BHK,Cevely ,1269,2.0,1.0,73.0,1269.0,3,5752.561071710008,7300000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,95.0,1255.0,3,7569.721115537848,9500000.0
Super built-up  Area,18-Apr,Hebbal,2 BHK,Arcia S,1088,2.0,2.0,61.45,1088.0,2,5647.97794117647,6145000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,97.8,1349.0,2,7249.814677538918,9780000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,1255.0,3,6189.641434262949,7768000.000000001
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1344,2.0,1.0,108.0,1344.0,2,8035.714285714285,10800000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,90.0,1255.0,3,7171.314741035857,9000000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,1255.0,3,6189.641434262949,7768000.000000001
Super built-up  Area,18-Jan,Hebbal,2 BHK,Prersis,1138,2.0,1.0,110.0,1138.0,2,9666.080843585238,11000000.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,204.0,2790.0,4,7311.8279569892475,20400000.0
Super built-up  Area,18-May,Hebbal,2 BHK,Arcia S,1088,2.0,2.0,62.0,1088.0,2,5698.529411764706,6200000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Prersis,1987,4.0,2.0,165.0,1987.0,3,8303.975842979366,16500000.0
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,5.0,3.0,198.0,2790.0,4,7096.774193548387,19800000.0
Built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1299,2.0,1.0,100.0,1299.0,2,7698.229407236336,10000000.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,1645.0,3,7112.462006079028,11700000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Chtert ,1390,2.0,2.0,95.0,1390.0,2,6834.53237410072,9500000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333,2.0,1.0,100.0,1333.0,2,7501.875468867217,10000000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87,1355.0,3,6189.667896678967,8387000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,SNontle,2650,4.0,3.0,199.0,2650.0,3,7509.433962264151,19900000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Chtert ,1800,3.0,2.0,140.0,1800.0,3,7777.777777777777,14000000.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2470,4.0,2.0,203.0,2470.0,4,8218.623481781377,20300000.0
Super built-up  Area,18-Nov,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,95.0,1255.0,3,7569.721115537848,9500000.0
Built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333,2.0,1.0,104.0,1333.0,2,7801.950487621905,10400000.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,1645.0,3,7112.462006079028,11700000.0
Super built-up  Area,18-Mar,Hebbal,3 BHK,SNontle,2600,3.0,2.0,199.0,2600.0,3,7653.846153846154,19900000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1345,2.0,1.0,97.0,1345.0,2,7211.8959107806695,9700000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Arcia S,1110,3.0,3.0,59.0,1110.0,3,5315.315315315315,5900000.0
Super built-up  Area,18-Dec,Hebbal,2 BHK,Magiaya,985,2.0,2.0,62.0,985.0,2,6294.416243654822,6200000.0
Super built-up  Area,19-Dec,Hebbal,2 BHK,Raard B,1320,2.0,1.0,91.0,1320.0,2,6893.939393939394,9100000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,1.0,195.0,2388.0,3,8165.829145728643,19500000.0
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,195.0,2600.0,3,7500.0,19500000.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2470 - 2790,5.0,0.0,188.0,2630.0,4,7148.28897338403,18800000.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,198.0,2790.0,4,7096.774193548387,19800000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3.0,2.0,390.0,3895.0,3,10012.836970474968,39000000.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,113.0,1645.0,3,6869.300911854103,11300000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87,1355.0,3,6189.667896678967,8387000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.39,1420.0,2,6999.295774647887,9939000.0
Built-up  Area,Ready To Move,Hebbal,3 BHK,Thuse F,1590,3.0,2.0,96.0,1590.0,3,6037.735849056604,9600000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3520,5.0,2.0,320.0,3520.0,3,9090.90909090909,32000000.0
Super built-up  Area,18-Sep,Hebbal,2 BHK,Arcia S,1162,2.0,1.0,69.0,1162.0,2,5938.037865748709,6900000.0
Super built-up  Area,20-Dec,Hebbal,4 BHK,Cehosy ,4235,5.0,3.0,364.0,4235.0,4,8595.04132231405,36400000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1299,2.0,1.0,97.0,1299.0,2,7467.282525019245,9700000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,1255.0,3,6189.641434262949,7768000.000000001
Super built-up  Area,19-Dec,Hebbal,4 BHK,Raard B,2470,5.0,2.0,192.0,2470.0,4,7773.27935222672,19200000.0
Super built-up  Area,19-Mar,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,1645.0,3,7112.462006079028,11700000.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,134.0,1920.0,3,6979.166666666667,13400000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3520,5.0,2.0,240.0,3520.0,3,6818.181818181818,24000000.0
Super built-up  Area,18-Aug,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,150.0,1920.0,3,7812.5,15000000.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2375,4.0,2.0,189.0,2375.0,4,7957.894736842105,18900000.0
Super built-up  Area,18-Dec,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.26,1420.0,2,6990.140845070423,9926000.0
Super built-up  Area,21-Dec,Hebbal,2 BHK,Oztarol,1252,2.0,1.0,92.0,1252.0,2,7348.242811501597,9200000.0
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,4.0,3.0,198.0,2790.0,4,7096.774193548387,19800000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294,2.0,1.0,115.0,1294.0,2,8887.171561051005,11500000.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4000 - 4450,6.0,0.0,359.0,4225.0,4,8497.041420118343,35900000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740,2.0,1.0,137.0,1740.0,3,7873.563218390805,13700000.0
Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430,3.0,1.0,85.0,1430.0,3,5944.055944055944,8500000.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3.0,1.0,390.0,3895.0,3,10012.836970474968,39000000.0
Super built-up  Area,18-Feb,Hebbal,3 BHK,Prersis,1662,3.0,2.0,155.0,1662.0,3,9326.113116726836,15500000.0
Built-up  Area,Ready To Move,Hebbal,3 BHK,,2250,3.0,,219.0,2250.0,3,9733.333333333334,21900000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.0,1349.0,2,7264.6404744255005,9800000.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4000,6.0,1.0,370.0,4000.0,4,9250.0,37000000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,96.8,1349.0,2,7175.685693106005,9680000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1700,3.0,2.0,155.0,1700.0,3,9117.64705882353,15500000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1800,3.0,2.0,175.0,1800.0,3,9722.222222222223,17500000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,2900,4.0,,300.0,2900.0,3,10344.827586206897,30000000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,3522,3.0,2.0,380.0,3522.0,3,10789.324247586599,38000000.0
Plot  Area,Ready To Move,Hebbal Kempapura,5 Bedroom,,2280,5.0,,200.0,2280.0,5,8771.929824561403,20000000.0
Plot  Area,Ready To Move,Hebbal Kempapura,2 Bedroom,,1200,2.0,1.0,125.0,1200.0,2,10416.666666666666,12500000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,2900,4.0,,240.0,2900.0,3,8275.862068965518,24000000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3900,5.0,,360.0,3900.0,4,9230.76923076923,36000000.0
Built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1300,2.0,2.0,102.0,1300.0,2,7846.153846153846,10200000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1466,2.0,3.0,140.0,1466.0,3,9549.795361527968,14000000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3900,5.0,,310.0,3900.0,4,7948.717948717948,31000000.0
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1725,2.0,1.0,165.0,1725.0,3,9565.217391304348,16500000.0
Plot  Area,Ready To Move,Hebbal Kempapura,3 Bedroom,,1200,3.0,,125.0,1200.0,3,10416.666666666666,12500000.0
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,3408,3.0,3.0,260.0,3408.0,3,7629.107981220657,26000000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1485,3.0,3.0,132.0,1485.0,2,8888.888888888889,13200000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1400,2.0,2.0,108.0,1400.0,2,7714.285714285715,10800000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1800,3.0,3.0,150.0,1800.0,3,8333.333333333334,15000000.0
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1785,3.0,0.0,165.0,1785.0,3,9243.697478991597,16500000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3729,4.0,2.0,384.0,3729.0,4,10297.666934835077,38400000.0
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,,1200,3.0,2.0,148.0,1200.0,4,12333.333333333334,14800000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1600,3.0,3.0,170.0,1600.0,3,10625.0,17000000.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730,3.0,2.0,175.0,1730.0,3,10115.606936416185,17500000.0
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,,2485,4.0,2.0,198.0,2485.0,4,7967.806841046277,19800000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1569,3.0,1.0,101.0,1569.0,3,6437.221159974506,10100000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,2026.0,3,6515.301085883514,13200000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0,1801.0,3,6385.341476957246,11500000.0
Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Soiniy ,1341,2.0,1.0,97.0,1341.0,2,7233.407904548844,9700000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2112.95,4.0,2.0,145.0,2112.95,3,6862.443503159091,14500000.0
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,,1200,4.0,1.0,83.0,1200.0,4,6916.666666666667,8300000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703,3.0,2.0,113.0,1703.0,3,6635.3493834409865,11300000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1570,3.0,1.0,105.0,1570.0,3,6687.898089171975,10500000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,140.0,1801.0,3,7773.459189339256,14000000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1584.01,3.0,1.0,103.0,1584.01,3,6502.484201488627,10300000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1965,4.0,2.0,125.0,1965.0,3,6361.323155216285,12500000.0
Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,,1200,2.0,0.0,75.0,1200.0,2,6250.0,7500000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1847,3.0,2.0,135.0,1847.0,3,7309.1499729290745,13500000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1965,4.0,2.0,132.0,1965.0,3,6717.557251908397,13200000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703,3.0,2.0,125.0,1703.0,3,7339.988256018791,12500000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1847,3.0,2.0,125.0,1847.0,3,6767.73145641581,12500000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2144.6,4.0,2.0,145.0,2144.6,3,6761.167583698592,14500000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718,3.0,2.0,119.0,1718.0,3,6926.6589057043075,11900000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1847,3.0,2.0,123.0,1847.0,3,6659.447753113156,12300000.0
Super built-up  Area,19-Sep,Hegde Nagar,3 BHK,SoisoCa,2087.01,3.0,2.0,115.0,2087.01,3,5510.275465857853,11500000.0
Super built-up  Area,16-Dec,Hegde Nagar,3 BHK,Soiniy ,1703,3.0,2.0,130.0,1703.0,3,7633.587786259542,13000000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2087.01,4.0,2.0,135.0,2087.01,3,6468.584242528785,13500000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718,3.0,2.0,130.0,1718.0,3,7566.938300349243,13000000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1884,4.0,2.0,118.0,1884.0,3,6263.2696390658175,11800000.0
